Padrão,Frase,Nome da Música,Nome do Artista,Gênero Musical,Letra da Música,Categoria,Sentimento
sujeitoauxadjetivo,eu sou crescida,Eu Me Proíbo,Manu Gavassi,pop,"Eu me proíbo de pensar em você. Porque eu já vivi, sei o que vai acontecer. Eu me proíbo de pensar em você outra vez. Eu te proíbo de passar perto de mim. De me roubar um beijo e me deixar assim. Me perguntando o porquê de algo que não vai mais acontecer. Momentos passam devagar ou rápido demais. Não sei se eu me arrependi ou se eu quero mais. De você. Não, não vá embora se eu pedir. Não, não fale nada fique aqui. Eu sei, não vou saber me acostumar. Se você não está, não, não. Não, não me olhe mais assim. Não, nem pense em não pensar em mim. Eu sei não vou saber me acostumar. Se você não está, não, não. Eu me proíbo de imaginar nós dois. Falando sobre a vida e sobre o depois. Eu me proíbo de querer você aqui. Eu te proíbo de olhar pra mim. Porque eu sou crescida e já conheço o fim. Eu te proíbo de cantar pra mim outra vez. Momentos passam devagar ou rápido demais. Não sei se eu me arrependi ou se eu quero mais. De você. Não, não vá embora se eu pedir. Não, não fale nada fique aqui. E sei, não vou saber me acostumar. Se você não está, não, não. Não, não me olhe mais assim. Não, nem pense em não pensar em mim. Eu sei não vou saber me acostumar. Se você não está, não, não. Eu estou ficando louca. Mais eu escondo bem. Eu procuro um sinal. Mais enquanto ele não vem. Eu te proíbo de passar perto de mim. De me roubar um beijo e me deixar assim. Eu te proíbo de esquecer o que aconteceu",Aparência,Positivo
sujeitoauxadjetivo,eu sou linda,Clichê Adolescente,Manu Gavassi,pop,"Me diz que eu sou linda para eu não acreditar de novo. Explica da saudade pra falar que você diz isso pra todas. Me abraça forte pra eu não ir. Enquanto eu finjo resistir e você ri da minha atuação. Imite meu sotaque até eu rir e te pedir pra parar. Cante uma música que eu não estou acostumada a escutar. Fale tudo que sentir e se por medo eu sumir. Prometo explicar com essa canção. Não vou dizer que não mexeu comigo. Ouvir você falar é um perigo. O que eu mais quero é acreditar. Eu tento fugir mas o mundo conspira. Se tudo que você falou for mentira. Então minta outra vez pra mim. Abra um sorriso só pra eu te perguntar o motivo. Mas pense muito bem se você deve dividir isso comigo. Me abrace forte pra eu não ir. Eu nem tento resistir e você ri da minha situação. Me conte do passado enquanto tento te decifrar. Me fale dos seus sonhos mais malucos. E dos seus planos de revolucionar. E por um segundo só você e eu no mundo. Nós dois e essa simples canção. Não vou dizer que não mexeu comigo. Ouvir você falar é um perigo. O que eu mais quero é acreditar. Eu tento fugir mas o mundo conspira. Se tudo que você falou for mentira. Então minta outra vez. Chega mais perto eu vou te mostrar. O nosso beijo faz tudo melhorar. Então não vai embora fique um pouco mais. Não pense em nada deixe tudo para trás. Eu sei provavelmente vai soar como um clichê adolescente. Mas pensando bem que mal tem. Não vou dizer que não mexeu comigo, não. Estou começando a acreditar. Eu tento fugir mas o mundo conspira. Se tudo que você falou for mentira. Então minta outra vez pra mim. Pra mim, pra mim. Então minta outra vez pra mim",Aparência,Positivo
sujeitoauxadjetivo,eu não estou acostumada,Clichê Adolescente,Manu Gavassi,pop,"Me diz que eu sou linda para eu não acreditar de novo. Explica da saudade pra falar que você diz isso pra todas. Me abraça forte pra eu não ir. Enquanto eu finjo resistir e você ri da minha atuação. Imite meu sotaque até eu rir e te pedir pra parar. Cante uma música que eu não estou acostumada a escutar. Fale tudo que sentir e se por medo eu sumir. Prometo explicar com essa canção. Não vou dizer que não mexeu comigo. Ouvir você falar é um perigo. O que eu mais quero é acreditar. Eu tento fugir mas o mundo conspira. Se tudo que você falou for mentira. Então minta outra vez pra mim. Abra um sorriso só pra eu te perguntar o motivo. Mas pense muito bem se você deve dividir isso comigo. Me abrace forte pra eu não ir. Eu nem tento resistir e você ri da minha situação. Me conte do passado enquanto tento te decifrar. Me fale dos seus sonhos mais malucos. E dos seus planos de revolucionar. E por um segundo só você e eu no mundo. Nós dois e essa simples canção. Não vou dizer que não mexeu comigo. Ouvir você falar é um perigo. O que eu mais quero é acreditar. Eu tento fugir mas o mundo conspira. Se tudo que você falou for mentira. Então minta outra vez. Chega mais perto eu vou te mostrar. O nosso beijo faz tudo melhorar. Então não vai embora fique um pouco mais. Não pense em nada deixe tudo para trás. Eu sei provavelmente vai soar como um clichê adolescente. Mas pensando bem que mal tem. Não vou dizer que não mexeu comigo, não. Estou começando a acreditar. Eu tento fugir mas o mundo conspira. Se tudo que você falou for mentira. Então minta outra vez pra mim. Pra mim, pra mim. Então minta outra vez pra mim",Caráter,Positivo
sujeitoauxadjetivo,eu sou gostosa,Vitaminada,Luka,pop,Andam dizendo por ai. Que eu sou gostosa. Vitaminada. Que eu sou de mais. Seus amigos me admiram da varanda. Enquanto você. Acha que eu sou incapaz. Acho bom pensar melhor. Na minha proposta. Me da resposta. Me querer mais. Por que eu não sou de ferro. E a fila anda. E você corre o risco. De ficar pra traz. Se me esculachar. Eu pego um por um. Um de cada vez. Não vai sobrar nenhum. Ta se achando o cara. Achando que é o tal. Vou contar pra todo mundo. Que você manda mal. Se me esculachar. Eu pego um por um. Um de cada vez. Não vai sobrar nenhum. Ta se achando o cara. Pra mandar em mim. Vou contar pra todo mundo. Que o seu beijo é ruim. Andam dizendo por ai. Que eu sou gostosa. Vitaminada. Que eu sou de mais. Seus amigos me admiram da varanda. Enquanto você. Acha que eu sou incapaz. Acho bom pensar melhor. Na minha proposta. Me da resposta. Me querer mais. Por que eu não sou de ferro. E a fila anda. E você corre o risco. De ficar pra traz. Se me esculachar. Eu pego um por um. Um de cada vez. Não vai sobrar nenhum. Ta se achando o cara. Achando que é o tal. Vou contar pra todo mundo. Que você manda mal. Se me esculachar. Eu pego um por um. Um de cada vez. Não vai sobrar nenhum. Ta se achando o cara. Pra mandar em mim. Vou contar pra todo mundo. Que o seu beijo é ruim. Se me esculachar. Eu pego um por um. Um de cada vez. Não vai sobrar nenhum. Ta se achando o cara. Achando que é o tal. Vou contar pra todo mundo. Que você manda mal,Aparência,Negativo
sujeitoauxadjetivo,eu não sou santa,Paradinha,Luísa Sonza,pop,"Quero ver você enlouquecer. Quero provocar, você vai ver que quando. Quero algo eu posso fazer. Se não me conhece, não duvide, porque. Quero ver você enlouquecer. Quero provocar e sei que você não admite. mas eu posso ver. Morre de vontade e quer me ver fazer. Aquela paradinha. A paradinha, ah ah ah ah. A paradinha. A paradinha, ah ah ah ah. Em seu mundo deixe se perder. E ""cê"" quer negar outra vez?. Seja sincero apenas uma vez. E eu começo em um, dois, três, vai!. A paradinha. A paradinha, ah ah ah ah. A paradinha. A paradinha, ah ah ah ah. ""Cê"" tem medo. Só me quer, só do seu jeito. Eu não sou santa. Tenho atitude, sim!. Não sou fácil. Mas você se encanta. Porque esquece tudo. A paradinha. A paradinha, ah ah ah ah. A paradinha. A paradinha, ah ah ah ah. Em seu mundo deixe se perder. E ""cê"" quer negar outra vez?. Seja sincero apenas uma vez. E eu começo em um, dois, três, vai!. A paradinha. A paradinha, ah ah ah ah. A paradinha. A paradinha, ah ah ah ah. A paradinha. A paradinha, ah ah ah ah. A paradinha. A paradinha, ah ah ah ah",Caráter,Negativo
sujeitoauxadjetivo,eu estava imune,Só Queria Voltar Pra Ela,Rick & Renner,sertanejo,Pensei que aqui no mato. Eu estava imune de solidão. Mas meu coração pacato. Acabou caindo em contradição. A minha estrela mais bela. Picou a mula pra não voltar. De tanta saudade dela. Lágrima pula do meu olhar. Essa moça me adora. E mesmo assim resolveu partir. Viu que seu mundo lá fora. É muito diferente daqui. O choro desse matuto. É correnteza que vai doer. Viver no sistema bruto. Minha princesa não conseguiu. Aqui na fazenda. Ela não se adaptou. Deus me defenda. Mas pra cidade também não vou. Hoje eu só queria voltar pra ela. Me embriagar no perfume dela. E ela no meu cheiro de caipira. Mas o que me resta é cuidar do gado. Sonhar com ela e chorar largado. Chapar o coco e pescar traíra. Essa moça me adora. E mesmo assim resolveu partir. Viu que seu mundo lá fora. É muito diferente daqui. O choro desse matuto. É correnteza que vai doer. Viver no sistema bruto. Minha princesa não conseguiu. Aqui na fazenda. Ela não se adaptou. Deus me defenda. Mas pra cidade também não vou. Hoje eu só queria voltar pra ela. Me embriagar no perfume dela. E ela no meu cheiro de caipira. Mas o que me resta é cuidar do gado. Sonhar com ela e chorar largado. Chapar o coco e pescar traíra. Hoje eu só queria voltar pra ela. Me embriagar no perfume dela. E ela no meu cheiro de caipira. Mas o que me resta é cuidar do gado. Sonhar com ela e chorar largado. Chapar o coco e pescar traíra. (Pedro Paulo Mariano - Santa Maria da Serra-SP),Neutro,Negativo
sujeitoauxadjetivo,eu já tô apaixonada,Cabocla Bonita,Raul Torres e Florêncio,sertanejo,"Levantei de madrugada regulando as quatro e meia. Arriei a mula preta que tem por nome baleia. Eu saí cortando estrada tombando os banco de areia. Eu saí na lua nova, só vortei na lua cheia. Quando foi de tardezinha isso pelas cinco e meia. Eu cheguei numa fazenda do seu Tonico Gouveia. Vi uma cabocla bonita, cabelo que relampeia. O danado forma cachinho cada vez que ela penteia. Ela me falou contente: Moço por que não apeia?. Hoje você faz o pouso, já tá na hora da ceia. Depois nóis vamo na reza lá no bairro nois campeia. Na volta da capelinha no caminho nois proseia. Conversemo muito tempo em assunto que galanteia. Peguei naqueles cabelo que com pouca coisa ondeia. Se quiser fugir comigo minha mula não troteia. Quem pular na nossa frente meu revolver bombardeia. Seu moço vamo simbora nem que a coisa fique feia. Eu já tô apaixonada, por você meu peito anseia. Joguei ela na garupa apertei bem a correia. Hoje eu tenho no meu rancho quem comigo se empareia",Emoção,Positivo
sujeitoauxadjetivo,eu tô sempre numa boa,Só Saio Com As Top,Ricardo e João Fernando,sertanejo,"Eu tô sempre numa boa com uma gata do meu lado. Sou um cara de sorte, só ando apaixonado. Na balada me divirto, se saio de madrugada. Elas pegam no meu pé, fazem marcação cerrada. Tá demais, que beleza. Na minha horta tá chovendo só princesa. Eu tô com tudo, tô no maior IBOPE. Só saio com as top, só saio com as TOP. Eu me dei bem, sou um cara de sorte. Só saio com as top, só saio com as TOP [x2]. Contribuição: leandrostz",Caráter,Positivo
sujeitoadjetivo,eu tão inocente,Pneu de Estepe,Rayane Diniz e Luana,sertanejo,"Eu quase me apaixonei. Ele me deu flores me levou pra jantar. Jurou que a gente ia acabar no altar. Quase acreditei. E me pegou carente. E eu tão inocente. Entrou na minha mente uma amiga veio me falar. Que tem outra pessoa. E quando enjoa dela vem me procurar. Ele não me merece. Quando ela fura ele aparece. Tá achando que eu sou pneu de step. Me esquece, me esquece. Eu quase me apaixonei. Ele me deu flores me levou pra jantar. Jurou que a gente ia acabar no altar. Quase acreditei. E me pegou carente. E eu tão inocente. Entrou na minha mente uma amiga veio me falar. Que tem outra pessoa. E quando enjoa dela vem me procurar. Ele não me merece. Quando ela fura ele aparece. Tá achando que eu sou pneu de step. Me esquece, me esquece",Caráter,Positivo
sujeitoauxadjetivo,eu não tô magoada,Não Sou de Guardar Magoa,Renata Motta,sertanejo,"Olha, eu não tô magoada não sou de guardar mágoa. Mas aquela boba morreu, e já não sou eu. Com quem cê vai brincar de amar. Com quem cê vai brincar de amar. Toda vez que fecho os olhos. Lembro a sua reação. Lembro da sua fraqueza, lembro a sua traição. De você querer ficar comigo e com ela que eu sei. Ou você pensa que eu não sei. E agora você volta e diz que quer o meu perdão. Diz que que eu sou a sua vida vai comer na minha mão. Se você pisar na bola comigo outra vez. Vai sofrer o que me fez. Olha, eu não tô magoada não sou de guardar magoa. Mas aquela boba morreu, e já não sou eu. Com quem cê vai brincar de amar. Com quem cê vai brincar de amar",Emoção,Negativo
sujeitoauxadjetivo,eu ser firme,Cowboy Das Meninas,Pedro Bento e Zé da Estrada,sertanejo,"Tenho um rancho grande em colorado. No pé da serra onde vivo muito bem. Tenho um cachorro e um cavalo ensinado. No meu rancho espero sempre por alguém. É uma linda professora em seu trolinho. Em meu rancho todas tardes vem passear. Ela me gosta do meu tipo de rancheiro. De espora e bota sempre pronto pra montar. Aos domingos vou a vila fazer compras. Meu trinta e oito vai no coldre pendurado. Chapéu grande da marca de boiadeiro. Por onde passo todos fica admirados. Certo dia no salão flecha de ouro. Três bandidos me cercaram e na sala. Nesse hora o meu trinta funcionou. Nas suas testas escrevi meu nome a bala. No rodeio quando eu chego as moças falam. Vai chegando o herói das montaria. Dou um beijo na juliana e na mariana. Na claudete, na carol e na maria. O xerife lá da vila é competente. Mas na hora do apuro me escala. Por eu ser firme, no gatilho bem certeiro. Me apelidaram destemido abre ala",Caráter,Positivo
sujeitoauxadjetivo,eu estou numa pior,Cupido Locutor,Racyne e Rafael,sertanejo,"Locutor, manda aí o meu recado. Eu estou desesperado. Louco de amor por ela. Locutor, sei que ela foi bandida. Mas ela é tudo em minha vida. E eu não sei viver sem ela. Seja o cupido locutor dessa paixão. Muda essa situação. Declara o meu amor pra ela. Fala pra ela que eu estou numa pior. Que eu tô de um jeito que dá dó. Bebendo muito e é por ela. Locutor, por favor. Diz pra ela voltar pro seu bem. Locutor, diz também. Que eu não sei gostar de mais ninguém. E depois toca a nossa canção. Locutor, que ela vai saber quem é que te mandou",Caráter,Negativo
sujeitoauxadjetivo,eu era tão diferente,Preciso de Mim,Pedro Paulo e Matheus,sertanejo,Vou sair por aí.... vou andar por aí.... vou tentar me encontrar. eu preciso de mim. Eu era tão diferente. Mais a paixão muda a gente. Hoje não sei quem eu sou. E por outra pessoa. que jurava ser tão boa. mais sempre me enganou. Foi embora e me deixou. sem carinho e sem calor. você me tirou de mim. Sei lá onde estou. sofrendo assim por amor. tô precisando de mim. Vou sair por aí.... vou andar por aí.... vou tentar me encontrar. eu preciso de mim. Eu estou a flutuar. já nem sei o que pensar. sem destino eu estou. O meu pensamento voa. pra buscar notícia boa. ainda não encontrou. Não paro de procurar. sei que Deu vai me ajudar. não posso ficar assim. Preciso me encontrar. minha vida retomar. tô precisando de mim. Vou sair por aí.... vou andar por aí.... vou tentar me encontrar. eu preciso de mim(2x),Caráter,Neutro
ficar_parecer_tornar,eu tô ficando maluco,Bruto de Bão,Pedro Paulo e Matheus,sertanejo,"Acelerou, acelerou,. Acelerou meu coração a festa tá demais o trem tá bruto de bom.. Acelerou, acelerou,. Acelerou meu coração a festa tá demais o trem tá bruto de bão.. A viola tá tinido a sanfona tá chorando. A cachaça da subindo a paixão tá aumentando. E eu tô ficando maluco mulherada tá sobrando.. Hoje o vinho perde a rolha o pau vai cair. À folha vou a amanhecer beijando. Hoje o vinho perde a rolha o pau vai cair. À folha vou a amanhecer beijando. A balada tá bombando com o som do batidão. E chicote na saudade e espora na solidão. Aonde nois chega tem festa se não tiver nois fais. Alegria sem fronteira onde existir zuera pode crê. Que nóis tá atrás. Alegria sem fronteira onde existir zuera pode crê. Que nóis tá atrás. Pedro paulo. Aoooooooô buteco o trem tá bruto de bom. Matheus. E pra ficar mais bruto ainda chega pra cá rio negro e solimões. Rio negro. Tamo chegando. Solimões. É isso ai galera. A arena tá bombando com o som do batidão e chicote. Na saudade espora na solidão aonde nois chega tem festa. Se não tiver nois faiz. Alegria sem fronteira onde existir zuera pode crê. Que nóis vamo atrás. Alegria sem fronteira onde existir zuera pode crê. Que nóis vamo atrás. Acelerou, acelerou, acelerou meu coração. A festa tá demais o trem tá bruto de bom.. Acelerou, acelerou, acelerou meu coração. A festa tá demais o trem tá bruto de bão",Caráter,Negativo
