Padrão,Frase,Nome da Música,Nome do Artista,Gênero Musical,Letra da Música,Categoria,Sentimento
sujeitoadjetivo,criança inocente,Manera Mané,Arlindo Cruz,pagode,"Música: Manera Mané. Compositores: Arlindo Cruz - Beto Sem Braço - Serginho Meriti. Hoje o mundo tá diferente. É fera engolindo fera. Quem der com a língua nos dentes. Já sabe que o mal lhe espera. Qualquer criança inocente. Já sabe o que isso gera. Tem gente filmando a gente mané. Manera mané, manera. Manera, manera, manera, manera, mané. Manera mané, manera. Te carto desde menino. A gente ainda era pivete. No tempo do Juscelino. Você já pintava o sete. Seu papo de escancarar. Faz parte de outra era. Por isso vem devagar, sai pra lá. Manera mané, manera. Manera, manera.... Não vou segurar pepino. Se a coisa não me compete. Você faz seu desatino. Depois vem jogar confete. Não estou aqui pra brincar. Só gosto de jogo à vera. Por isso é melhor parar, saí pra lá. Manera mané, manera. manera, manera, manera, manera mané. Manera mané, manera",Caráter,Neutro
sujeitoadjetivo,pivete menor,Olha Meu Deus,Mc Boy do Charme,funk-carioca,"Senhor, abençoe a todos nós. Mesmo em dúvida da vida. Em que deveremos seguir. Errar faz parte da vida. Meu deus a vida loca já tentou me abraçar. Falei que eu to firmão que meu negocio é cantar. Sei que essa vida loca tem varios da familia. É opção pra eles poder mudar de vida. Pois status do crime não é gloria e nem fama. Um só objetivo seu negocio é grana. Dos pivete menor aos maior de idade. Assim que tá vivendo nossas comunidades. Olha meu deus Pela comunidade. Já que nasce cresce não vou sujar minha imagem. E pronto objetivo junto com meus parceiros. Na mente um raciocínio no progresso eu escrevo. Olha meu deus Pela comunidade. Já que nasce cresce Não vou sujar minha imagem. E pronto objetivo junto com meus parceiros. Na mente um raciocínio No progresso eu escrevo. Vários parceiros estão vivendo nessa loucura. O sonho de um pobre é ter sua estrutura. Dia a dia ta milhão você vem me dizer. Que vai curtir balada eu nem consigo entender. Se a palavra já diz que é pra chegar e somar. E não fica na loja pra se atropelar. Ta riscado até de perder sua liberdade. Viver longe da gente como atras das grades. Olha meu deus pela comunidade. Já que nasce cresce não vou sujar minha imagem. E pronto objetivo junto com meus parceiros. Na mente um raciocínio No progresso eu escrevo. Olha meu deus Pela comunidade. Já que nasce cresce Não vou sujar minha imagem. E pronto objetivo junto com meus parceiros. Na mente um raciocínio No progresso eu escrevo. Meu deus a vida loca já tentou me abraçar. Falei que eu to firmão que meu negocio é cantar. Sei que essa vida loca tem varios da familia. É opção pra eles poder mudar de vida. Pois status do crime não é gloria e nem fama. Um só objetivo seu negocio é grana. Dos pivete menor aos maior de idade. Assim que tá vivendo nossas comunidades. Olha meu deus Pela comunidade. Já que nasce cresce não vou sujar minha imagem. E pronto objetivo junto com meus parceiros. Na mente um raciocínio no progresso eu escrevo. Olha meu deus Pela comunidade. Já que nasce cresce Não vou sujar minha imagem. E pronto objetivo junto com meus parceiros. Na mente um raciocínio No progresso eu escrevo. Meu deus a vida loca já tentou me abraçar",Neutro,Negativo
sujeitoadjetivo,novinho maluco,Nós É Brabo de Lá Tcheca,MC Bocarra,funk-carioca,"Mc bocarra. Nós é tralha vadião. Nós é o rei das boneca. Esse é o dj do baile. Ele é brabo de lá tcheca. Ele fogueta pega firme. Dentro da danada dela. Se tú pensa que acabou. 2º round te atravessa. Mc mayarah. Me pega vem com carinho. Vamos começar à zorra. Me trata bem com jeitinho. E dá beijinho na minha boca. Beija, beija, beija. Beija, beija, beija tudo. Beija, beija, beija ai que novinho maluco",Caráter,Negativo
ficar_parecer_tornar,novinha fica louca,É o Chefe,Mc Bola,funk-carioca,Ostentação é pra quem pode não pra quem quer. Ha é o chefe mané. Quando chega na balada sempre chama atenção. pelas roupas que ele veste e a grossura do cordão. deixa os parceiro as pampa sempre com muita sempre. com muita fartura whisky com red bull a mais perfeita. mistura trata todos com respeito isso já é de costume. as novinhas ficam loucas com o cheiro do seu perfume. gosta de ostentação e não vê problema algum. As novinha fica louca pra andar na r1. (refrão). Patrocina a ousadia e as cachorra se derrete. É o chefe é o chefe. Considerado e respeitado com ele ninguém se mete. É o chefe é o chefe. Patrocina a ousadia e as cachorra se derrete. É o chefe é o chefe. Considerado e respeitado com ele ninguém se mete. É o chefe é o chefe. Quando chega na balada sempre chama atenção. pelas roupas que ele veste e a grossura do cordão. deixa os parceiro a pampa sempre com muita sempre com muita fartura. Whisky com red bull a mais perfeita mistura. trata todos com respeito isso já é de costume as novinhas. ficam loucas com o cheiro do seu perfume. Gosta de ostentação e não ve problema algum. As novinha fica louca pra andar na r1. (refrão). Patrocina a ousadia e as cachorra se derrete. É o chefe é o chefe. Considerado e respeitado com ele ninguém se mete. É o chefe é o chefe. Patrocina a ousadia e as cachorra se derrete. É o chefe é o chefe. Considerado e respeitado com ele ninguém se mete. É o chefe é o chefe,Caráter,Negativo
sujeitoadjetivo,"novinho, novinho",Esse É o Meu Sinal,Mc Byana,funk-carioca,"Vai novinho vem. Que a arma aqui é fatal. Faz o vida loka. Que esse é o meu sinal. Passa nem me olha. Quando olha me devora. Sou irresistível até as recalcadas chora. Querem me imitar. Querem chegar no meu nível. tô portando diamante tu fica envolvido. Meu amor quebrei o cartão. Eu não vou precisar. Agora eu sou top. Não precisa me bancar. Porque eu te suguei. Eu já multipliquei. E hoje minha conta é milionária de vez. Me cubro de jóias caras. tô pesadona no ponto. Sabe aquele amigo seu. Agora eu tô pegando. Se você tá sendo bancada. Vai ser obrigada ficar na moral. É por isso que levo essa vida de mina bandida nunca e dei mal. O docinho que me alucina. Se quer ficar rica eu te mando essa fita. Se tu gostou então pega e me copia. Me copia. Vou curtir a Night com o meu Ferrari. Se tu não acredita sente a potência da nave. Hoje eu tô loucona ninguém eu vou perdoar. Se eu pegar um novinho. Ahh eu vou barulhar. Garçom trás o champanhe. Pra mim é o crystal. Vou jogar na sua barriga e. Lamber até seu ...... Vai novinho vem. Que a arma aqui é fatal. Faz o vida loka. Que esse é o meu sinal (2x). Novinho, novinho. Esse é o meu poder. Se entrega pra minhas amigas. Que eu me entrego pra você. Novinho, novinho é. Egoísta não sou. O meu bonde é vida loka. Todo mundo aprovou. Novinho, novinho. Com meu bonde. Tu pira. Sou mc Byana. E no meu bonde só tem bandida. Vai novinho vem. Que a arma aqui é fatal. Faz o vida loka. Que esse é o meu sinal (2x)",Aparência,Neutro
substantivo,novinho daqui do baile você hoje tá com sorte,Vem Tirar Meu Shorts,Mc Carol,funk-carioca,"Vem tirar meu shorts. Moreno do olho verde. Acho que estou com sorte. Vem tirar meu shorts. Vem, vem, vem tirar meu shorts. Pra ficar com você essa noite eu dou pinote. Vem, vem tirar meu shorts. Vem tirar meu shorts. Irmão do meu namorado me deixou confusa. Me arrastou pra casa dele e tirou a minha blusa. Vem, vem tirar meu shorts. Vem tirar meu shorts. Novinho daqui do baile você hoje tá com sorte. Vem, vem tirar meu shorts. Vem tirar meu shorts. Novinho daqui do baile você hoje tá com sorte. Vem, vem tirar meu shorts. Vem tirar meu shorts. Segurou o meu cabelo rolou um sexo no box. Vem tirar meu shorts. Vem tirar meu shorts. Vem tirar meu shorts. Vem tirar meu shorts. Vem tirar meu shorts. Vem tirar meu shorts. Vem tirar meu shorts. Moreno do olho verde. Acho que estou com sorte. Vem tirar meu shorts. Vem, vem, vem tirar meu shorts. Pra ficar com você essa noite eu dou pinote. Vem, vem tirar meu shorts. Vem tirar meu shorts. Irmão do meu namorado me deixou confusa. Me arrastou pra casa dele e tirou a minha blusa. Vem, vem tirar meu shorts. Vem tirar meu shorts. Novinho daqui do baile você hoje tá com sorte. Vem, vem tirar meu shorts. Vem tirar meu shorts. Novinho daqui do baile você hoje tá com sorte. Vem, vem tirar meu shorts. Vem tirar meu shorts. Segurou o meu cabelo rolou um sexo no box",Aparência,Positivo
sujeitoadjetivo,novinho interesseiro,Bateu Uma Onda Forte,Mc Carol,funk-carioca,"Caralho, caralho. Bateu uma onda forte. Tô vendo um macaco em cima do poste. Ai caralho, que mina maluca. Tô vendo um macaco em cima do poste. Caralho, bateu uma onda forte. Tô sentindo um rato dentro do meu short. Novinho interesseiro, eu vou te deixar forte. Vai fumar maconha segurando o meu malote. Novinho interesseiro, eu vou te deixar forte. Vai fumar maconha segurando o meu malote. Ai caralho, que mina maluca. Caralho, caralho. Bateu uma onda forte. Tô vendo um macaco em cima do poste. Ai caralho, que mina maluca. Tô vendo um macaco em cima do poste. Caralho, bateu uma onda forte. Tô sentindo um rato dentro do meu short. Novinho interesseiro, eu vou te deixar forte. Vai fumar maconha segurando o meu malote. Novinho interesseiro, eu vou te deixar forte. Vai fumar maconha segurando o meu malote",Aparência,Negativo
vozpassiva,novinha são safada,762 Fez Ela Esquecer a Família,Mc Carol,funk-carioca,"Hoje é baile de favela, ela já tá doidona. Abriu o espacate, pensando que era a Madonna. Essas novinha são safada, elas quer sentar. Quando vê bandido, começa a rebolar. Até mulher casada tá perdendo a linha. O 762 fez ela esquecer a família. Ela desce no. Ela sobe no. Ela quica no. No piru, no piru, no piru, no piru. Ela desce no. Ela sobe no. Ela quica no. No piru, no piru, no piru, piru, piru. No piru, no piru, no piru, piru, piru. No piru. No piru. Ela desce no. Ela sobe no. Ela quica no. O 762 fez ela esquecer a família. Hoje é baile de favela, ela já tá doidona. Abriu o espacate, pensando que era a Madonna. Essas novinha são safada, elas quer sentar. Quando vê bandido, começa a rebolar. Até mulher casada tá perdendo a linha. O 762 fez ela esquecer a família. Ela desce no. Ela sobe no. Ela quica no. No piru, no piru, no piru, no piru. Ela desce no. Ela sobe no. Ela quica no. No piru, no piru, no piru, piru, piru. No piru, no piru, no piru, piru, piru. No piru. No piru. Ela desce no. Ela sobe no. Ela quica no. O 762 fez ela esquecer a família",Aparência,Negativo
sujeitoadjetivo,novinha danadinha,Gostosa pra caramba,Mc Copinho,funk-carioca,"Novinha danadinha. Gostosa pra caramba. Não tá nem ai se você é homem casado. Passa debochando toda boasuda. Não tá nem ai, não liga pra coisa nenhuma. Faz Marquinha de biquine pra ferrar seu pensamento. Não tá nem ai quer destruir seu casamento. Até o Dj já caiu na tentação. Se envolveu com uma delas esqueceu parou o som. Quem tá de fora nem imagina. Novinha danadinha toda gostosinha. E pra completar ela me estiga. Senta por cima vai quica x 3. Novinha danadinha",Aparência,Negativo
sujeitoadjetivo,mocinho franzino,O Desespero da Piedade,Vinicius de Moraes,bossa-nova,"Desespero Da Piedade. Vinicius de Moraes. Composição: Vinicius de Moraes. Meu senhor, tende piedade dos que andam de bonde. E sonham no longo percurso com automóveis, apartamentos.... Mas tende piedade também dos que andam de automóvel. Quando enfrentam a cidade movediça de sonâmbulos, na direção.. Tende piedade das pequenas famílias suburbanas. E em particular dos adolescentes que se embebedam de domingos. Mas tende mais piedade ainda de dois elegantes que passam. E sem saber inventam a doutrina do pão e da guilhotina.. Tende muita piedade do mocinho franzino, três cruzes, poeta. Que só tem de seu as costeletas e a namorada pequenina. Mas tende mais piedade ainda do impávido forte colosso do esporte. E que se encaminha lutando, remando, nadando para a morte.. Tende imensa piedade dos músicos dos cafés e casas de chá. Que são virtuoses da própria tristeza e solidão. Mas tende piedade também dos que buscam silêncio. E súbito se abate sobre eles uma ária da Tosca.. Não esqueçais também em vossa piedade os pobres que enriqueceram. E para quem o suicídio ainda é a mais doce solução. Mas tende realmente piedade dos ricos que empobreceram. E tornam-se heróicos e à santa pobreza dão um ar de grandeza.. Tende infinita piedade dos vendedores de passarinhos. Que em suas alminhas claras deixam a lágrima e a incompreensão. E tende piedade também, menor embora, dos vendedores de balcão. Que amam as freguesas e saem de noite, quem sabe onde vão.... Tende piedade dos barbeiros em geral, e dos cabeleireiros. Que se efeminam por profissão mas que são humildes nas suas carícias Mas tende mais piedade ainda dos que cortam o cabelo:. Que espera, que angústia, que indigno, meu Deus!. Tende piedade dos sapateiros e caixeiros de sapataria. Que lembram madalenas arrependidas pedindo piedade pelos sapatos. Mas lembrai-vos também dos que se calçam de novo. Nada pior que um sapato apertado, Senhor Deus.. Tende piedade dos homens úteis como os dentistas. Que sofrem de utilidade e vivem para fazer sofrer. Mas tende mais piedade dos veterinários e práticos de farmácia. Que muito eles gostariam de ser médicos, Senhor.. Tende piedade dos homens públicos e em particular dos políticos. Pela sua fala fácil, olhar brilhante e segurança dos gestos de mão. Mas tende mais piedade ainda dos seus criados, próximos e parentes. Fazei, Senhor, com que deles não saiam políticos também.. E no longo capítulo das mulheres, Senhor, tende píedade das mulheres Castigai minha alma, mas tende piedade das mulheres. Enlouquecei meu espírito, mas tende piedade das mulheres. Ulcerai minha carne, mas tende piedade das mulheres!. Tende piedade da moça feia que serve na vida. De casa, comida e roupa lavada da moça bonita. Mas tende mais piedade ainda da moça bonita. Que o homem molesta – que o homem não presta, não presta, meu Deus!. Tende piedade das moças pequenas das ruas transversais. Que de apoio na vida só têm Santa Janela da Consolação. E sonham exaltadas nos quartos humildes. Os olhos perdidos e o seio na mão.. Tende piedade da mulher no primeiro coito. Onde se cria a primeira alegria da Criação. E onde se consuma a tragédia dos anjos. E onde a morte encontra a vida em desintegração.. Tende piedade da mulher no instante do parto. Onde ela é como a água explodindo em convulsão. Onde ela é como a terra vomitando cólera. Onde ela é como a lua parindo desilusão.. Tende piedade das mulheres chamadas desquitadas. Porque nelas se refaz misteriosamente a virgindade. Mas tende piedade também das mulheres casadas. Que se sacrificam e se simplificam a troco de nada.. Tende piedade, Senhor, das mulheres chamadas vagabundas. Que são desgraçadas e são exploradas e são infecundas. Mas que vendem barato muito instante de esquecimento. E em paga o homem mata com a navalha, com o fogo, com o veneno.. Tende piedade, Senhor, das primeiras namoradas. De corpo hermético e coração patético. Que saem à rua felizes mas que sempre entram desgraçada. Que se crêem vestidas mas que em verdade vivem nuas.. Tende piedade, Senhor, de todas as mulheres. Que ninguém mais merece tanto amor e amizade. Que ninguém mais deseja tanto poesia e sinceridade. Que ninguém mais precisa tanto de alegria e serenidade.. Tende infinita piedade delas, Senhor, que são puras. Que são crianças e são trágicas e são belas. Que caminham ao sopro dos ventos e que pecam. E que têm a única emoção da vida nelas.. Tende piedade delas, Senhor, que uma me disse. Ter piedade de si mesma e de sua louca mocidade. E outra, à simples emoção do amor piedoso. Delirava e se desfazia em gozos de amor de carne.. Tende piedade delas, Senhor, que dentro delas. A vida fere mais fundo e mais fecundo. E o sexo está nelas, e o mundo está nelas. E a loucura reside nesse mundo.. Tende piedade, Senhor, das santas mulheres. Dos meninos velhos, dos homens humilhados – sede enfim. Piedoso com todos, que tudo merece piedade. E se piedade vos sobrar, Senhor, tende piedade de mim!",Aparência,Negativo
